lng
85.00898
85.02695
85.04491
85.06287
85.08084
85.0988
85.11677
85.13473
85.15269
85.17066
85.18862
85.20659
85.22455
85.24251
85.26048
85.27844
85.29641
85.31437
85.33234
85.3503
85.36826
85.38623
85.40419
85.42216
85.44012
85.45808
85.47605
85.49401
85.51198
85.52994
85.5479
85.56587
85.58383
85.6018
85.61976
85.63772
85.65569
85.67365
85.69162
85.70958
85.72754
85.74551
85.76347
85.78144
85.7994
85.81737
85.83533
85.85329
85.87126
85.88922
85.90719
85.92515
85.94311
85.96108
85.97904
85.99701
86.01497
86.03293
86.0509
86.06886
86.08683
86.10479
86.12275
86.14072
86.15868
86.17665
86.19461
86.21257
86.23054
86.2485
86.26647
86.28443
86.3024
86.32036
86.33832
86.35629
86.37425
86.39222
86.41018
86.42814
86.44611
86.46407
86.48204
86.5
86.51796
86.53593
86.55389
86.57186
86.58982
86.60778
86.62575
86.64371
86.66168
86.67964
86.6976
86.71557
86.73353
86.7515
86.76946
86.78743
86.80539
86.82335
86.84132
86.85928
86.87725
86.89521
86.91317
86.93114
86.9491
86.96707
86.98503
87.00299
87.02096
87.03892
87.05689
87.07485
87.09281
87.11078
87.12874
87.14671
87.16467
87.18263
87.2006
87.21856
87.23653
87.25449
87.27246
87.29042
87.30838
87.32635
87.34431
87.36228
87.38024
87.3982
87.41617
87.43413
87.4521
87.47006
87.48802
87.50599
87.52395
87.54192
87.55988
87.57784
87.59581
87.61377
87.63174
87.6497
87.66766
87.68563
87.70359
87.72156
87.73952
87.75749
87.77545
87.79341
87.81138
87.82934
87.84731
87.86527
87.88323
87.9012
87.91916
87.93713
87.95509
87.97305
87.99102
88.00898
88.02695
88.04491
88.06287
88.08084
88.0988
88.11677
88.13473
88.15269
88.17066
88.18862
88.20659
88.22455
88.24251
88.26048
88.27844
88.29641
88.31437
88.33234
88.3503
88.36826
88.38623
88.40419
88.42216
88.44012
88.45808
88.47605
88.49401
88.51198
88.52994
88.5479
88.56587
88.58383
88.6018
88.61976
88.63772
88.65569
88.67365
88.69162
88.70958
88.72754
88.74551
88.76347
88.78144
88.7994
88.81737
88.83533
88.85329
88.87126
88.88922
88.90719
88.92515
88.94311
88.96108
88.97904
88.99701
89.01497
89.03293
89.0509
89.06886
89.08683
89.10479
89.12275
89.14072
89.15868
89.17665
89.19461
89.21257
89.23054
89.2485
89.26647
89.28443
89.3024
89.32036
89.33832
89.35629
89.37425
89.39222
89.41018
89.42814
89.44611
89.46407
89.48204
89.5
89.51796
89.53593
89.55389
89.57186
89.58982
89.60778
89.62575
89.64371
89.66168
89.67964
89.6976
89.71557
89.73353
89.7515
89.76946
89.78743
89.80539
89.82335
89.84132
89.85928
89.87725
89.89521
89.91317
89.93114
89.9491
89.96707
89.98503
90.00299
90.02096
90.03892
90.05689
90.07485
90.09281
90.11078
90.12874
90.14671
90.16467
90.18263
90.2006
90.21856
90.23653
90.25449
90.27246
90.29042
90.30838
90.32635
90.34431
90.36228
90.38024
90.3982
90.41617
90.43413
90.4521
90.47006
90.48802
90.50599
90.52395
90.54192
90.55988
90.57784
90.59581
90.61377
90.63174
90.6497
90.66766
90.68563
90.70359
90.72156
90.73952
90.75749
90.77545
90.79341
90.81138
90.82934
90.84731
90.86527
90.88323
90.9012
90.91916
90.93713
90.95509
90.97305
90.99102
91.00898
91.02695
91.04491
91.06287
91.08084
91.0988
91.11677
91.13473
91.15269
91.17066
91.18862
91.20659
91.22455
91.24251
91.26048
91.27844
91.29641
91.31437
91.33234
91.3503
91.36826
91.38623
91.40419
91.42216
91.44012
91.45808
91.47605
91.49401
91.51198
91.52994
91.5479
91.56587
91.58383
91.6018
91.61976
91.63772
91.65569
91.67365
91.69162
91.70958
91.72754
91.74551
91.76347
91.78144
91.7994
91.81737
91.83533
91.85329
91.87126
91.88922
91.90719
91.92515
91.94311
91.96108
91.97904
91.99701
92.01497
92.03293
92.0509
92.06886
92.08683
92.10479
92.12275
92.14072
92.15868
92.17665
92.19461
92.21257
92.23054
92.2485
92.26647
92.28443
92.3024
92.32036
92.33832
92.35629
92.37425
92.39222
92.41018
92.42814
92.44611
92.46407
92.48204
92.5
92.51796
92.53593
92.55389
92.57186
92.58982
92.60778
92.62575
92.64371
92.66168
92.67964
92.6976
92.71557
92.73353
92.7515
92.76946
92.78743
92.80539
92.82335
92.84132
92.85928
92.87725
92.89521
92.91317
92.93114
92.9491
92.96707
92.98503
93.00299
93.02096
93.03892
93.05689
93.07485
93.09281
93.11078
93.12874
93.14671
93.16467
93.18263
93.2006
93.21856
93.23653
93.25449
93.27246
93.29042
93.30838
93.32635
93.34431
93.36228
93.38024
93.3982
93.41617
93.43413
93.4521
93.47006
93.48802
93.50599
93.52395
93.54192
93.55988
93.57784
93.59581
93.61377
93.63174
93.6497
93.66766
93.68563
93.70359
93.72156
