lat
27.99202611
27.97607656
27.96012461
27.94417029
27.92821358
27.9122545
27.89629303
27.88032918
27.86436296
27.84839436
27.83242338
27.81645003
27.8004743
27.7844962
27.76851573
27.75253288
27.73654767
27.72056008
27.70457013
27.6885778
27.67258311
27.65658605
27.64058663
27.62458484
27.60858069
27.59257418
27.5765653
27.56055406
27.54454047
27.52852451
27.51250619
27.49648552
27.48046249
27.46443711
27.44840937
27.43237927
27.41634683
27.40031203
27.38427488
27.36823538
27.35219353
27.33614934
27.32010279
27.3040539
27.28800266
27.27194908
27.25589316
27.23983489
27.22377428
27.20771133
27.19164604
27.17557841
27.15950844
27.14343614
27.1273615
27.11128452
27.09520521
27.07912357
27.06303959
27.04695328
27.03086464
27.01477367
26.99868037
26.98258475
26.9664868
26.95038652
26.93428391
26.91817898
26.90207173
26.88596216
26.86985026
26.85373605
26.83761951
26.82150066
26.80537949
26.789256
26.77313019
26.75700208
26.74087164
26.7247389
26.70860384
26.69246647
26.6763268
26.66018481
26.64404052
26.62789391
26.61174501
26.59559379
26.57944027
26.56328445
26.54712633
26.53096591
26.51480318
26.49863816
26.48247083
26.46630121
26.4501293
26.43395508
26.41777858
26.40159978
26.38541868
26.3692353
26.35304962
26.33686165
26.3206714
26.30447886
26.28828403
26.27208691
26.25588751
26.23968583
26.22348186
26.20727561
26.19106708
26.17485627
26.15864319
26.14242782
26.12621017
26.10999025
26.09376806
26.07754359
26.06131685
26.04508783
26.02885655
26.01262299
25.99638717
25.98014907
25.96390871
25.94766609
25.9314212
25.91517404
25.89892462
25.88267294
25.866419
25.85016279
25.83390433
25.81764361
25.80138063
25.7851154
25.76884791
25.75257817
25.73630617
25.72003192
25.70375542
25.68747667
25.67119567
25.65491243
25.63862693
25.62233919
25.60604921
25.58975698
25.5734625
25.55716579
25.54086683
25.52456563
25.5082622
25.49195653
25.47564862
25.45933847
25.44302609
25.42671147
25.41039462
25.39407554
25.37775423
25.36143069
25.34510492
25.32877692
25.3124467
25.29611425
25.27977957
25.26344267
25.24710355
25.23076221
25.21441865
25.19807286
25.18172486
25.16537464
25.14902221
25.13266755
25.11631069
25.09995161
25.08359032
25.06722682
25.0508611
25.03449318
25.01812305
25.00175071
24.98537617
24.96899942
24.95262047
24.93623931
24.91985595
24.9034704
24.88708264
24.87069268
24.85430053
24.83790618
24.82150963
24.80511089
24.78870995
24.77230683
24.75590151
24.739494
24.7230843
24.70667242
24.69025834
24.67384208
24.65742364
24.64100301
24.6245802
24.60815521
24.59172803
24.57529868
24.55886715
24.54243344
24.52599755
24.50955949
24.49311926
24.47667685
24.46023227
24.44378551
24.42733659
24.4108855
24.39443224
24.37797682
24.36151922
24.34505947
24.32859755
24.31213347
24.29566722
24.27919882
24.26272825
24.24625553
24.22978065
24.21330362
24.19682443
24.18034309
24.16385959
24.14737394
24.13088615
24.1143962
24.0979041
24.08140986
24.06491347
24.04841493
24.03191426
24.01541144
23.99890647
23.98239937
23.96589012
23.94937874
23.93286522
23.91634957
23.89983178
23.88331185
23.86678979
23.8502656
23.83373928
23.81721083
23.80068025
23.78414755
23.76761272
23.75107576
23.73453668
23.71799547
23.70145214
23.6849067
23.66835913
23.65180944
23.63525764
