Datetime,Cloud Index_95 (-)
2024-08-07 02:10:00,0.003921569
2024-08-07 02:20:00,0.003921569
2024-08-07 02:40:00,0.003921569
2024-08-07 02:50:00,0.003921569
2024-08-07 03:10:00,0.007843137
2024-08-07 03:20:00,0.043137255
2024-08-07 03:30:00,0.0
2024-08-07 03:40:00,0.0
2024-08-07 03:50:00,0.0
2024-08-07 04:00:00,0.0
2024-08-07 04:10:00,0.0
2024-08-07 04:20:00,0.0
2024-08-07 04:30:00,0.0
2024-08-07 04:50:00,0.0
2024-08-07 05:10:00,0.0
2024-08-07 05:20:00,0.0
2024-08-07 05:40:00,0.0
2024-08-07 06:00:00,0.0
2024-08-07 06:10:00,0.0
2024-08-07 06:20:00,0.0
2024-08-07 06:30:00,0.0
2024-08-07 06:50:00,0.0
2024-08-07 07:00:00,0.0
2024-08-07 07:10:00,0.0
2024-08-07 07:20:00,0.0
2024-08-07 07:30:00,0.0
2024-08-07 07:40:00,0.0
2024-08-07 07:50:00,0.0
2024-08-07 08:00:00,0.0
2024-08-07 08:10:00,0.0
2024-08-07 08:30:00,0.0
2024-08-07 08:40:00,0.0
2024-08-07 09:00:00,0.0
2024-08-07 09:10:00,0.0
2024-08-07 09:20:00,0.0
2024-08-07 09:30:00,0.0
2024-08-07 09:40:00,0.0
2024-08-07 10:00:00,0.0
2024-08-07 10:10:00,0.0
2024-08-07 10:20:00,0.0
2024-08-07 10:30:00,0.0
2024-08-07 10:40:00,0.0
2024-08-07 10:50:00,0.0
2024-08-07 11:00:00,0.0
2024-08-07 11:20:00,0.0
2024-08-07 11:30:00,0.003921569
2024-08-07 11:40:00,0.007843137
2024-08-07 11:50:00,0.003921569
2024-08-07 12:10:00,0.003921569
2024-08-07 12:30:00,0.0
2024-08-07 12:50:00,0.094117647
2024-08-07 13:30:00,0.364705882
2024-08-07 13:40:00,0.0
2024-08-07 14:00:00,0.301960784
2024-08-07 14:10:00,0.349019608
2024-08-07 14:20:00,0.352941177
2024-08-07 14:30:00,0.270588235
2024-08-07 14:40:00,0.258823529
2024-08-07 14:50:00,0.258823529
2024-08-07 15:20:00,0.278431372
2024-08-07 15:50:00,0.305882353
2024-08-07 16:00:00,0.337254902
2024-08-07 16:10:00,0.392156863
2024-08-07 16:30:00,0.278431372
2024-08-07 16:50:00,0.278431372
2024-08-07 17:00:00,0.266666667
2024-08-07 17:10:00,0.337254902
2024-08-07 17:20:00,0.360784314
2024-08-07 17:30:00,0.266666667
2024-08-07 17:40:00,0.266666667
2024-08-07 17:50:00,0.262745098
2024-08-07 18:00:00,0.254901961
2024-08-07 18:20:00,0.243137255
2024-08-07 18:30:00,0.250980392
2024-08-07 18:40:00,0.262745098
2024-08-07 18:50:00,0.270588235
2024-08-07 19:00:00,0.282352941
2024-08-07 19:20:00,0.474509804
2024-08-07 19:30:00,0.498039216
2024-08-07 19:40:00,0.494117647
2024-08-07 19:50:00,0.470588235
2024-08-07 20:00:00,0.411764706
2024-08-07 20:10:00,0.337254902
2024-08-07 20:20:00,0.31372549
2024-08-07 20:50:00,0.352941177
2024-08-07 21:10:00,0.368627451
2024-08-07 21:20:00,0.384313725
2024-08-07 21:40:00,0.37254902
2024-08-07 21:50:00,0.419607843
2024-08-07 22:00:00,0.494117647
2024-08-07 22:50:00,0.639215686
2024-08-07 23:10:00,0.890196078
2024-08-07 23:20:00,0.921568628
2024-08-08 00:00:00,0.858823529
2024-08-08 00:30:00,0.882352941
2024-08-08 00:40:00,0.803921569
2024-08-08 01:00:00,0.717647059
2024-08-08 01:10:00,0.623529412
2024-08-08 01:20:00,0.564705882
2024-08-08 01:30:00,0.517647059
2024-08-08 01:40:00,0.31372549
2024-08-08 01:50:00,0.11372549
2024-08-08 02:10:00,0.003921569
2024-08-08 02:20:00,0.003921569
2024-08-08 02:30:00,0.003921569
2024-08-08 02:40:00,0.003921569
2024-08-08 02:50:00,0.003921569
2024-08-08 03:00:00,0.003921569
2024-08-08 03:10:00,0.007843137
2024-08-08 03:20:00,0.02745098
2024-08-08 03:30:00,0.0
2024-08-08 03:40:00,0.0
2024-08-08 03:50:00,0.0
2024-08-08 04:00:00,0.0
2024-08-08 04:20:00,0.0
2024-08-08 04:30:00,0.0
2024-08-08 04:50:00,0.0
2024-08-08 05:20:00,0.0
2024-08-08 05:30:00,0.0
2024-08-08 06:00:00,0.0
2024-08-08 06:10:00,0.0
2024-08-08 06:20:00,0.0
2024-08-08 07:10:00,0.0
2024-08-08 07:20:00,0.0
2024-08-08 07:30:00,0.0
2024-08-08 07:40:00,0.0
2024-08-08 07:50:00,0.0
2024-08-08 08:00:00,0.0
2024-08-08 08:10:00,0.0
2024-08-08 08:30:00,0.0
2024-08-08 08:40:00,0.0
2024-08-08 08:50:00,0.0
2024-08-08 09:10:00,0.0
2024-08-08 09:20:00,0.0
2024-08-08 09:40:00,0.0
2024-08-08 09:50:00,0.0
2024-08-08 10:00:00,0.0
2024-08-08 10:30:00,0.0
2024-08-08 10:50:00,0.0
2024-08-08 11:00:00,0.0
2024-08-08 11:30:00,0.007843137
2024-08-08 11:40:00,0.007843137
2024-08-08 11:50:00,0.003921569
2024-08-08 12:00:00,0.003921569
2024-08-08 12:10:00,0.003921569
2024-08-08 12:20:00,0.003921569
2024-08-08 12:30:00,0.003921569
2024-08-08 12:40:00,0.0
2024-08-08 12:50:00,0.082352941
2024-08-08 13:00:00,0.262745098
2024-08-08 13:40:00,1.0
2024-08-08 13:50:00,1.0
2024-08-08 14:10:00,1.0
2024-08-08 14:30:00,0.580392157
2024-08-08 14:40:00,0.698039216
2024-08-08 15:00:00,0.694117647
2024-08-08 15:10:00,0.619607843
2024-08-08 15:20:00,0.564705882
2024-08-08 15:30:00,0.57254902
2024-08-08 15:40:00,0.77254902
2024-08-08 15:50:00,0.6
2024-08-08 16:10:00,0.650980392
2024-08-08 16:50:00,0.737254902
2024-08-08 17:00:00,0.737254902
2024-08-08 17:10:00,0.807843137
2024-08-08 17:20:00,0.835294118
2024-08-08 17:30:00,0.776470588
2024-08-08 17:40:00,0.682352941
2024-08-08 17:50:00,0.552941176
2024-08-08 18:00:00,0.309803922
2024-08-08 18:10:00,0.490196078
2024-08-08 18:20:00,0.388235294
2024-08-08 18:30:00,0.376470588
2024-08-08 18:40:00,0.407843137
2024-08-08 18:50:00,0.48627451
2024-08-08 19:10:00,0.364705882
2024-08-08 19:30:00,0.588235294
2024-08-08 19:50:00,0.345098039
2024-08-08 20:00:00,0.352941177
2024-08-08 20:10:00,0.48627451
2024-08-08 20:40:00,0.552941176
2024-08-08 21:00:00,0.725490196
2024-08-08 21:10:00,0.815686274
2024-08-08 21:30:00,0.850980392
2024-08-08 21:40:00,0.862745098
2024-08-08 22:00:00,0.870588235
